"ID","year","place","sowing","varietyID","variety","block","plot","ind","CanopyArea_20170726","CanopyArea_20170802","CanopyArea_20170809","CanopyArea_20170812","CanopyArea_20170813","CanopyArea_20170814","CanopyArea_20170819","CanopyArea_20170829","CanopyArea_20170904","CanopyArea_20170905","CanopyArea_20170909","CanopyArea_20170910","CanopyArea_20170911","CanopyArea_20170919","CanopyArea_20170920","CanopyArea_20170921"
NA,2017,"Tottori","Jul",44,"GmJMC044","D1",64,NA,0.080465432,0.141213438,0.223705808,0.352178406,0.343491932,0.359657012,0.341162259,0.360544118,0.298932245,0.261200935,0.27544375,0.313680025,0.252653294,0.330034066,0.361667514,0.305317883
NA,2017,"Tottori","Jul",172,"GmJMC172","D1",65,NA,0.0344366,0.097972442,0.180850717,0.294854678,0.307156304,0.349219842,0.361912959,0.471427028,0.368247926,0.42077784,0.46271875,0.524728878,0.558689222,0.56926907,0.640105406,0.61595158
NA,2017,"Tottori","Jul",178,"GmWMC178","D1",66,NA,0.072013667,0.133926232,0.208992971,0.290697008,0.2867925,0.320542165,0.352014875,0.403210584,0.3619006,0.368780123,0.39268125,0.412950434,0.394007945,0.48695777,0.513126323,0.455889395
NA,2017,"Tottori","Jul",114,"GmJMC114","D1",67,NA,0.074220678,0.156240325,0.255977329,0.368367261,0.350424637,0.404244012,0.362251887,0.462993539,0.461417598,0.431302615,0.4869875,0.498230895,0.528868839,0.494966221,0.554089885,0.507120012
NA,2017,"Tottori","Jul",133,"GmJMC133","D1",68,NA,0.070327656,0.159717227,0.229595903,0.32263856,0.333502756,0.359509779,0.369030449,0.405555992,0.403446731,0.398569233,0.4198125,0.455740619,0.486626437,0.535927152,0.53704887,0.517734353
NA,2017,"Tottori","Jul",85,"GmJMC085","D1",69,NA,0.088866544,0.207042394,0.290499485,0.368650481,0.396043684,0.420186052,0.430715363,0.482548112,0.497038872,0.499140785,0.5174375,0.484099813,0.512394113,0.50561087,0.537634994,0.484949178
NA,2017,"Tottori","Jul",94,"GmWMC094","D1",70,NA,0.055703498,0.141528979,0.181904734,0.29700715,0.287519973,0.304011193,0.303430569,0.309964572,0.247576611,0.267649025,0.2961625,0.372409577,0.346591273,0.330413518,0.374779327,0.329796558
NA,2017,"Tottori","Jul",7,"GmJMC007","D1",71,NA,0.064589429,0.160133979,0.227233665,0.311275773,0.290739311,0.310783902,0.238224953,0.274148978,0.131470012,0.170567968,0.15545,0.214753631,0.178422782,0.21609837,0.232401824,0.169215757
NA,2017,"Tottori","Jul",107,"GmWMC107","D1",72,NA,0.071282821,0.164051448,0.247216587,0.349380192,0.354577746,0.380220526,0.363448511,0.349979088,0.314141097,0.287672743,0.2679375,0.31461504,0.264717166,0.311311066,0.356486467,0.261010789
NA,2017,"Tottori","Jul",83,"GmWMC083","D1",73,NA,0.06397436,0.157877565,0.245170554,0.343189003,0.358573416,0.373668667,0.373941448,0.443182326,0.441602814,0.441894003,0.40275,0.452044662,0.460934159,0.42030389,0.454311302,0.398841635
NA,2017,"Tottori","Jul",14,"GmWMC014","D1",74,NA,0.080291766,0.148214872,0.238362845,0.316554994,0.330712301,0.331020232,0.348272832,0.39494106,0.348639224,0.357722448,0.3574875,0.34626443,0.352076564,0.360969454,0.372094734,0.328612385
NA,2017,"Tottori","Jul",145,"GmJMC145","D1",75,NA,0.061904836,0.149536571,0.2046033,0.263479566,0.287650267,0.321171994,0.298471152,0.347462586,0.299942047,0.303579808,0.36336875,0.381283403,0.393904271,0.384884966,0.431474171,0.369842357
NA,2017,"Tottori","Jul",57,"GmJMC057","D1",76,NA,0.051492088,0.124078978,0.219161135,0.28690186,0.295326731,0.31266521,0.297087772,0.380790194,0.287463782,0.322924078,0.35255,0.396164261,0.391076801,0.350594416,0.405489336,0.382107625
NA,2017,"Tottori","Jul",48,"GmWMC048","D1",77,NA,0.057469106,0.138808184,0.202823871,0.302229726,0.302085712,0.330545816,0.323316657,0.368214814,0.379881255,0.366755103,0.3437,0.377058191,0.339305825,0.371404406,0.371841471,0.295464179
NA,2017,"Tottori","Jul",148,"GmWMC148","D1",78,NA,0.063062612,0.110111832,0.179052688,0.263564532,0.261786987,0.289435146,0.269973524,0.331080374,0.312451224,0.32895917,0.3529125,0.348319699,0.387561313,0.388479782,0.415844195,0.381753238
NA,2017,"Tottori","Jul",50,"GmJMC050","D1",79,NA,0.04009523,0.106807584,0.163881043,0.271262452,0.245174553,0.253085004,0.243945229,0.253738938,0.179755025,0.15208966,0.21829375,0.205712209,0.159346784,0.18648108,0.212140744,0.139680576
NA,2017,"Tottori","Jul",154,"GmWMC154","D1",80,NA,0.048206898,0.12910977,0.218330321,0.307457968,0.325082532,0.343723151,0.364638217,0.417696509,0.420345455,0.418366468,0.45638125,0.434949758,0.464986866,0.45168863,0.492431077,0.477187225
NA,2017,"Tottori","Jul",120,"GmWMC120","D1",81,NA,0.047107011,0.105348952,0.20335708,0.30120447,0.308111791,0.330807563,0.359450542,0.407744564,0.382550017,0.37755965,0.4182375,0.4498659,0.439812959,0.447175139,0.506541472,0.455759741
NA,2017,"Tottori","Jul",167,"GmJMC167","D1",82,NA,0.086218132,0.166706754,0.293122128,0.426149805,0.454355499,0.474457698,0.481935008,0.602106894,0.5481266,0.5691372,0.60513125,0.61276146,0.66162798,0.700729494,0.736027148,0.695680146
NA,2017,"Tottori","Jul",130,"GmJMC130","D1",83,NA,0.063887527,0.134372752,0.201162245,0.304070656,0.275798978,0.308469075,0.284588934,0.338829488,0.240817121,0.244268038,0.2844625,0.37008086,0.298222686,0.327228112,0.380799763,0.343142276
NA,2017,"Tottori","Jul",158,"GmJMC158","D1",84,NA,0.059256423,0.149512757,0.230978525,0.342237384,0.343823095,0.376286139,0.358731185,0.432767003,0.364528146,0.37004576,0.44225,0.464737937,0.487399279,0.488445624,0.561441763,0.501251008
NA,2017,"Tottori","Jul",8,"GmJMC008","D1",85,NA,0.04788851,0.133408269,0.182444143,0.269682084,0.263149641,0.278139118,0.197982429,0.180988513,0.018598901,0.003104143,0.00109375,0.001693613,0.000725717,0.002426501,0.002047816,0.00172872
NA,2017,"Tottori","Jul",30,"GmJMC030","D1",86,NA,0.037323804,0.103628362,0.172139576,0.24786848,0.238442717,0.269894082,0.205992199,0.242632112,0.123937715,0.112428578,0.12186875,0.133433754,0.12019575,0.106825949,0.107955376,0.055811725
NA,2017,"Tottori","Jul",61,"GmJMC061","D1",87,NA,0.076138244,0.140606171,0.208248959,0.31092458,0.319045595,0.348058339,0.355210483,0.379036484,0.320900586,0.359534308,0.35781875,0.423570797,0.408701364,0.40500595,0.444976733,0.41501381
NA,2017,"Tottori","Jul",222,"C1322","D1",88,NA,0.070646044,0.173601022,0.256832942,0.396247438,0.390489919,0.4114257,0.409425145,0.457440126,0.410824467,0.40548361,0.43446875,0.482908991,0.469020724,0.467835346,0.508487983,0.455197907
