"ID","year","place","sowing","varietyID","variety","block","plot","ind","CanopyArea_20180722","CanopyArea_20180723","CanopyArea_20180724","CanopyArea_20180725","CanopyArea_20180726","CanopyArea_20180727","CanopyArea_20180728","CanopyArea_20180731","CanopyArea_20180801","CanopyArea_20180802","CanopyArea_20180803","CanopyArea_20180804","CanopyArea_20180805","CanopyArea_20180807","CanopyArea_20180808","CanopyArea_20180809","CanopyArea_20180810","CanopyArea_20180812","CanopyArea_20180813","CanopyArea_20180814","CanopyArea_20180817","CanopyArea_20180818","CanopyArea_20180820","CanopyArea_20180825","CanopyArea_20180827","CanopyArea_20180828"
NA,2018,"Tottori","Jul",2,"GmJMC002","C2",123,0,0.01596,0.02009,0.02428,0.0228,0.02117,0.02532,0.04097,0.05008,0.05762,0.07323,0.09433,0.09395,0.10411,0.14213,0.1467,0.17146,0.18876,0.18995,0.19697,0.16777,0.18375,0.14314,0.18267,0.30085,0.25549,0.31201
NA,2018,"Tottori","Jul",168,"GmWMC168","C2",124,0,0.00527,0.00688,0.00864,0.00697,0.0096,0.01062,0.01635,0.03059,0.03763,0.04365,0.05372,0.06475,0.06781,0.09543,0.10807,0.14504,0.16714,0.22902,0.24505,0.24494,0.27159,0.28567,0.34603,0.50893,0.57055,0.64507
NA,2018,"Tottori","Jul",223,"C1329","C2",125,0,0.00956,0.01469,0.01642,0.01698,0.01782,0.02243,0.03462,0.05617,0.06956,0.08508,0.10766,0.12,0.13465,0.17007,0.18723,0.22446,0.25789,0.29499,0.32764,0.33201,0.31848,0.35756,0.42123,0.58209,0.60666,0.69708
NA,2018,"Tottori","Jul",23,"GmJMC023","C2",126,0,0.02206,0.03008,0.03759,0.03984,0.03817,0.04172,0.06465,0.07637,0.0874,0.09946,0.1153,0.12581,0.1333,0.1644,0.20126,0.22491,0.24324,0.28979,0.30584,0.31886,0.30026,0.33658,0.38463,0.48336,0.47125,0.53082
NA,2018,"Tottori","Jul",180,"GmJMC180","C2",127,0,0.01368,0.01436,0.01583,0.01718,0.01661,0.0205,0.02658,0.03984,0.0474,0.05497,0.07489,0.07952,0.08861,0.11011,0.133,0.16096,0.17516,0.22038,0.23802,0.23772,0.26966,0.29049,0.34076,0.63762,0.68254,0.74863
NA,2018,"Tottori","Jul",75,"GmWMC075","C2",128,0,0.0177,0.02979,0.03431,0.03824,0.03785,0.04274,0.06204,0.07685,0.0974,0.10069,0.12962,0.14663,0.17534,0.197,0.24263,0.26588,0.30569,0.35722,0.38836,0.40408,0.37782,0.42186,0.49506,0.6065,0.60859,0.66327
NA,2018,"Tottori","Jul",8,"GmJMC008","C2",129,0,0.02055,0.02729,0.0301,0.03261,0.03077,0.03577,0.05207,0.0609,0.0821,0.08165,0.09786,0.1177,0.12868,0.16115,0.19473,0.22913,0.24046,0.29861,0.33033,0.31988,0.33157,0.33122,0.38623,0.43562,0.4248,0.46387
NA,2018,"Tottori","Jul",106,"GmJMC106","C2",130,0,0.00907,0.01196,0.01274,0.01198,0.01071,0.01173,0.02424,0.03787,0.04149,0.04657,0.06511,0.06864,0.07099,0.0951,0.12902,0.16155,0.18751,0.22232,0.25361,0.25469,0.29171,0.34997,0.42552,0.58349,0.58192,0.68428
NA,2018,"Tottori","Jul",137,"GmJMC137","C2",131,0,0.02434,0.03043,0.03425,0.03728,0.03437,0.03887,0.06444,0.08156,0.09145,0.10344,0.13194,0.14544,0.14594,0.1817,0.21739,0.24799,0.26824,0.32,0.34136,0.32853,0.37268,0.39832,0.47323,0.58055,0.60464,0.6957
NA,2018,"Tottori","Jul",151,"GmWMC151","C2",132,0,0.00895,0.01457,0.01571,0.01351,0.0142,0.01618,0.03492,0.04782,0.06566,0.07277,0.09734,0.11429,0.13124,0.17268,0.21459,0.24064,0.26812,0.3149,0.34839,0.36022,0.35907,0.42312,0.50205,0.62016,0.62329,0.74337
NA,2018,"Tottori","Jul",92,"GmJMC092","C2",133,0,0.03256,0.05122,0.05121,0.05277,0.05591,0.06138,0.08269,0.11823,0.13015,0.15663,0.18657,0.19736,0.23168,0.25849,0.32103,0.3401,0.41184,0.44209,0.50318,0.49571,0.38821,0.50629,0.61195,0.77735,0.74598,0.81616
NA,2018,"Tottori","Jul",185,"GmWMC185","C2",134,0,0.01496,0.01999,0.02546,0.02673,0.02832,0.02513,0.0487,0.0724,0.09143,0.10607,0.14134,0.14821,0.15369,0.20837,0.23893,0.26533,0.3033,0.35513,0.38694,0.39108,0.34858,0.44476,0.51518,0.73428,0.69643,0.7917
NA,2018,"Tottori","Jul",187,"GmWMC187","C2",135,0,0.00705,0.00878,0.01046,0.01115,0.01215,0.01194,0.01985,0.03139,0.04174,0.04697,0.06833,0.0742,0.07905,0.11413,0.13274,0.16445,0.18173,0.23537,0.25602,0.27327,0.28738,0.34109,0.38323,0.7737,0.81299,0.96702
NA,2018,"Tottori","Jul",176,"GmWMC176","C2",136,0,0.01085,0.01419,0.01557,0.01328,0.01317,0.0155,0.02395,0.03816,0.04679,0.05981,0.07982,0.08497,0.09675,0.13335,0.15322,0.18063,0.19381,0.2503,0.27328,0.2691,0.28043,0.30919,0.36656,0.48077,0.48951,0.57468
NA,2018,"Tottori","Jul",128,"GmJMC128","C2",137,0,0.01839,0.02548,0.02802,0.02567,0.02302,0.0259,0.03647,0.06492,0.07457,0.10473,0.12305,0.13185,0.16463,0.19166,0.22006,0.2377,0.27001,0.31628,0.34413,0.3569,0.31798,0.37466,0.44706,0.6166,0.56332,0.63856
NA,2018,"Tottori","Jul",70,"GmWMC070","C2",138,0,0.01619,0.01916,0.02181,0.02138,0.02499,0.02463,0.04007,0.06067,0.0712,0.08416,0.09954,0.10989,0.11153,0.13234,0.15901,0.18039,0.19619,0.25001,0.29971,0.3068,0.29716,0.32995,0.38702,0.52405,0.51766,0.54836
NA,2018,"Tottori","Jul",46,"GmWMC046","C2",139,0,0.01568,0.01969,0.02299,0.0223,0.02329,0.02542,0.03088,0.04894,0.05492,0.06839,0.08457,0.08806,0.10432,0.1387,0.15022,0.18935,0.21548,0.25851,0.28707,0.26306,0.28284,0.28952,0.32505,0.40934,0.39385,0.45119
NA,2018,"Tottori","Jul",159,"GmWMC159","C2",140,0,0.00857,0.01226,0.01499,0.01221,0.01454,0.01916,0.02338,0.03627,0.0453,0.06119,0.07725,0.08138,0.10707,0.15181,0.16325,0.20767,0.23674,0.30138,0.32236,0.31838,0.34438,0.34367,0.4007,0.7335,0.72032,0.87485
NA,2018,"Tottori","Jul",96,"GmJMC096","C2",141,0,0.01803,0.0253,0.03059,0.02958,0.02705,0.02971,0.04913,0.08834,0.11099,0.13655,0.16323,0.17889,0.19963,0.23134,0.27802,0.30553,0.3426,0.37669,0.4182,0.43158,0.39375,0.48227,0.54086,0.85964,0.85468,0.99122
NA,2018,"Tottori","Jul",190,"GmWMC190","C2",142,0,0.0155,0.02172,0.02537,0.02189,0.02178,0.02471,0.03811,0.06147,0.07364,0.0953,0.11848,0.11469,0.14443,0.18425,0.20685,0.22775,0.24956,0.3174,0.34626,0.33328,0.33248,0.36148,0.4305,0.57951,0.59217,0.65312
NA,2018,"Tottori","Jul",33,"GmJMC033","C2",143,0,0.01531,0.02071,0.02332,0.0208,0.01896,0.02045,0.03334,0.0524,0.0611,0.06571,0.09346,0.09625,0.117,0.13925,0.16308,0.19514,0.21751,0.2628,0.30273,0.28658,0.2799,0.28929,0.35303,0.4154,0.40637,0.43675
NA,2018,"Tottori","Jul",169,"GmWMC169","C2",144,0,0.01869,0.02289,0.02535,0.0242,0.02595,0.02618,0.03258,0.053,0.06248,0.08369,0.10473,0.10926,0.13522,0.18191,0.20165,0.22325,0.26339,0.32615,0.35676,0.35081,0.34289,0.3885,0.45772,0.7696,0.72557,0.81814
NA,2018,"Tottori","Jul",60,"GmJMC060","C2",145,0,0.01164,0.02186,0.02577,0.02525,0.02545,0.03099,0.05689,0.07641,0.08707,0.11143,0.12857,0.13374,0.15102,0.17014,0.20821,0.2527,0.28081,0.31181,0.33631,0.33305,0.33757,0.38664,0.43127,0.62008,0.58706,0.64669
NA,2018,"Tottori","Jul",110,"GmJMC110","C2",146,0,0.01898,0.03197,0.04353,0.04615,0.04946,0.05447,0.08191,0.09446,0.10941,0.14586,0.17113,0.16753,0.20387,0.22834,0.26276,0.26459,0.29779,0.34988,0.37822,0.40398,0.3649,0.42093,0.49529,0.70443,0.65362,0.74038
NA,2018,"Tottori","Jul",140,"GmWMC140","C2",147,0,0.00792,0.01621,0.0208,0.02009,0.02126,0.02388,0.03518,0.04599,0.05157,0.06656,0.08335,0.08872,0.09108,0.1228,0.13386,0.16875,0.2012,0.28157,0.29868,0.30659,0.30367,0.35544,0.4288,0.63561,0.6187,0.7279
NA,2018,"Tottori","Jul",3,"GmJMC003","C2",148,0,0.01682,0.02417,0.02821,0.03228,0.0314,0.03682,0.05944,0.09134,0.09362,0.11407,0.15352,0.15706,0.18844,0.23557,0.25479,0.27071,0.3108,0.34365,0.37627,0.36224,0.30242,0.32205,0.38134,0.45071,0.40417,0.44156
NA,2018,"Tottori","Jul",55,"GmJMC055","C2",149,0,0.01586,0.02386,0.02805,0.0277,0.0241,0.02766,0.04158,0.06442,0.07731,0.08719,0.10943,0.11504,0.13281,0.17681,0.18966,0.22625,0.25392,0.32045,0.3497,0.3379,0.32215,0.36942,0.41796,0.61246,0.54308,0.64882
NA,2018,"Tottori","Jul",100,"GmJMC100","C2",150,0,0.01034,0.02042,0.02347,0.0261,0.02628,0.02917,0.05377,0.07688,0.08692,0.11771,0.14069,0.16738,0.19177,0.26392,0.28767,0.30955,0.38241,0.44307,0.48474,0.48724,0.44734,0.47593,0.62784,0.82669,0.78245,0.91525
NA,2018,"Tottori","Jul",119,"GmWMC119","C2",151,0,0.01404,0.01369,0.01772,0.01645,0.01621,0.01616,0.02552,0.04058,0.04884,0.06185,0.08165,0.08473,0.10428,0.16046,0.16111,0.20698,0.23204,0.3246,0.34894,0.31219,0.39561,0.40787,0.46488,0.45472,0.50351,0.50149
NA,2018,"Tottori","Jul",24,"GmWMC024","C2",152,0,0.00732,0.01041,0.01297,0.01154,0.01251,0.01295,0.01898,0.03459,0.04088,0.05403,0.06626,0.07039,0.08599,0.10209,0.13952,0.19016,0.20702,0.25153,0.29895,0.26266,0.33083,0.33622,0.37448,0.3784,0.44798,0.45602
NA,2018,"Tottori","Jul",65,"GmJMC065","C2",153,0,0.0218,0.02723,0.03775,0.03527,0.03451,0.0406,0.06997,0.10173,0.12713,0.16788,0.19999,0.20217,0.24887,0.30571,0.33481,0.37879,0.41135,0.48345,0.53971,0.52731,0.61029,0.58676,0.68709,0.58548,0.68195,0.68435
NA,2018,"Tottori","Jul",161,"GmJMC161","C2",154,0,0.02024,0.02434,0.03025,0.02871,0.03003,0.0318,0.05219,0.07273,0.08386,0.10809,0.12499,0.1495,0.16902,0.22149,0.25036,0.2852,0.33014,0.39539,0.42888,0.45365,0.54768,0.55401,0.61672,0.52666,0.65809,0.64476
NA,2018,"Tottori","Jul",149,"GmJMC149","C2",155,0,0.01537,0.01905,0.02536,0.0216,0.02595,0.02811,0.0444,0.06408,0.08534,0.099,0.13197,0.16033,0.16783,0.24222,0.25006,0.31702,0.33025,0.4094,0.44193,0.42198,0.54309,0.55372,0.63284,0.5047,0.60787,0.60194
NA,2018,"Tottori","Jul",188,"GmWMC188","C2",156,0,0.01228,0.0139,0.01688,0.01739,0.01826,0.02134,0.03195,0.04866,0.05315,0.06937,0.0911,0.10932,0.11764,0.16641,0.1846,0.21791,0.23158,0.32385,0.34788,0.3489,0.44196,0.44085,0.48619,0.40712,0.48495,0.50946
NA,2018,"Tottori","Jul",153,"GmWMC153","C2",157,0,0.01558,0.01844,0.02107,0.01916,0.01948,0.02342,0.03945,0.052,0.05871,0.07506,0.0944,0.09947,0.12203,0.17555,0.18863,0.23839,0.26543,0.38129,0.39743,0.39539,0.48994,0.48909,0.56044,0.50534,0.61571,0.61817
NA,2018,"Tottori","Jul",171,"GmWMC171","C2",158,0,0.01963,0.02426,0.02761,0.02797,0.02845,0.02865,0.04135,0.07714,0.08698,0.11722,0.1431,0.16074,0.19141,0.25004,0.28716,0.32787,0.35657,0.44112,0.45863,0.46665,0.54157,0.55505,0.61967,0.61058,0.67326,0.68004
NA,2018,"Tottori","Jul",25,"GmJMC025","C2",159,0,0.01834,0.02739,0.03236,0.03408,0.04078,0.04104,0.06802,0.08965,0.09051,0.12325,0.15476,0.18765,0.18625,0.28205,0.31694,0.39417,0.40946,0.49077,0.50357,0.48566,0.58285,0.57498,0.62316,0.5288,0.58631,0.59853
NA,2018,"Tottori","Jul",85,"GmJMC085","C2",160,0,0.01972,0.03047,0.03735,0.03891,0.03546,0.03963,0.05224,0.07692,0.09394,0.12852,0.15446,0.16703,0.20006,0.26715,0.31835,0.3712,0.42838,0.51235,0.55464,0.54891,0.70901,0.7333,0.82588,0.79593,0.87733,0.90982
NA,2018,"Tottori","Jul",170,"GmWMC170","C2",161,0,0.00528,0.0091,0.01235,0.01191,0.01243,0.01305,0.01989,0.02887,0.03516,0.04572,0.05671,0.06262,0.07923,0.13043,0.13639,0.18289,0.18548,0.26056,0.28209,0.28255,0.37086,0.36623,0.40046,0.43623,0.47787,0.49765
NA,2018,"Tottori","Jul",41,"GmJMC041","C2",162,0,0.01254,0.01745,0.02055,0.01938,0.02148,0.02695,0.03856,0.04972,0.06645,0.08493,0.10015,0.1138,0.13787,0.16648,0.21265,0.24821,0.26494,0.35034,0.36328,0.3641,0.44879,0.44433,0.47368,0.43155,0.48629,0.50157
NA,2018,"Tottori","Jul",89,"GmWMC089","C2",163,0,0.01465,0.01531,0.01886,0.01804,0.02004,0.021,0.03201,0.04148,0.04365,0.06671,0.08698,0.09407,0.10765,0.14648,0.17456,0.22125,0.23903,0.31786,0.33597,0.32038,0.39947,0.39677,0.44425,0.42078,0.48725,0.47428
NA,2018,"Tottori","Jul",63,"GmJMC063","C2",164,0,0.0259,0.03548,0.04333,0.05049,0.04522,0.05532,0.06693,0.09853,0.11611,0.13666,0.15488,0.18037,0.20551,0.28468,0.28288,0.36227,0.37643,0.48096,0.51995,0.47276,0.58859,0.58509,0.6414,0.492,0.57469,0.56687
NA,2018,"Tottori","Jul",133,"GmJMC133","C2",165,0,0.02506,0.03138,0.03116,0.03383,0.03648,0.03365,0.04947,0.08042,0.07976,0.09556,0.11823,0.11686,0.13727,0.16966,0.2015,0.24401,0.25461,0.32235,0.36363,0.34832,0.50283,0.49398,0.61333,0.56801,0.70239,0.72028
NA,2018,"Tottori","Jul",175,"GmWMC175","C2",166,0,0.02178,0.02436,0.02561,0.02672,0.02596,0.02912,0.03861,0.05765,0.06214,0.07592,0.10216,0.1096,0.11694,0.15897,0.17709,0.22859,0.24464,0.311,0.34503,0.34521,0.44121,0.43872,0.53213,0.5001,0.61356,0.62274
NA,2018,"Tottori","Jul",148,"GmWMC148","C2",167,0,0.0152,0.01906,0.02145,0.02153,0.02115,0.01827,0.02927,0.03599,0.04907,0.04441,0.06179,0.07374,0.07448,0.09033,0.14224,0.18503,0.18873,0.27656,0.2757,0.26002,0.35419,0.35125,0.39095,0.43159,0.46772,0.4981
NA,2018,"Tottori","Jul",152,"GmWMC152","C2",168,0,0.01636,0.0216,0.02447,0.02611,0.02349,0.02551,0.0374,0.04442,0.05562,0.05681,0.08015,0.08961,0.09011,0.11487,0.13789,0.20911,0.2054,0.26067,0.29217,0.30041,0.39528,0.3878,0.44582,0.42511,0.50228,0.53114
NA,2018,"Tottori","Jul",19,"GmWMC019","C2",169,0,0.01082,0.01148,0.01041,0.01032,0.01287,0.01363,0.01985,0.02862,0.03555,0.04822,0.0644,0.06832,0.08561,0.10933,0.12729,0.15194,0.17343,0.236,0.25061,0.24324,0.31801,0.30836,0.34413,0.34214,0.35342,0.36402
NA,2018,"Tottori","Jul",157,"GmWMC157","C2",170,0,0.00428,0.00619,0.00631,0.0042,0.00576,0.00664,0.01202,0.01657,0.01727,0.01975,0.02658,0.03201,0.03208,0.05146,0.05616,0.08684,0.08914,0.11715,0.15366,0.13556,0.21684,0.21894,0.26437,0.27692,0.33236,0.36375
NA,2018,"Tottori","Jul",49,"GmJMC049","C2",171,0,0.00801,0.01002,0.01108,0.00994,0.01056,0.00988,0.01622,0.0286,0.03736,0.03723,0.05051,0.0583,0.06653,0.07871,0.10605,0.14304,0.1616,0.20731,0.2416,0.22681,0.30894,0.31529,0.37165,0.43749,0.47554,0.49849
NA,2018,"Tottori","Jul",88,"GmJMC088","C2",172,0,0.02237,0.03105,0.03715,0.03568,0.04086,0.04154,0.05437,0.06367,0.07231,0.0949,0.11652,0.12228,0.13145,0.15373,0.17584,0.236,0.25357,0.33918,0.39149,0.36268,0.42445,0.43582,0.50684,0.47675,0.53073,0.56372
NA,2018,"Tottori","Jul",130,"GmJMC130","C2",173,0,0.01966,0.02908,0.02977,0.02756,0.0285,0.02856,0.04998,0.06408,0.08681,0.08324,0.10933,0.11537,0.11914,0.14808,0.16665,0.23383,0.25655,0.27298,0.32273,0.29578,0.34015,0.33895,0.41766,0.33764,0.44192,0.46826
NA,2018,"Tottori","Jul",90,"GmJMC090","C2",174,0,0.01684,0.01985,0.02489,0.02677,0.0284,0.02771,0.0395,0.05299,0.06596,0.06632,0.08183,0.0915,0.09029,0.09456,0.1364,0.16585,0.185,0.22557,0.25562,0.24454,0.31114,0.33305,0.3784,0.41328,0.46506,0.49381
NA,2018,"Tottori","Jul",129,"GmWMC129","C2",175,0,0.01296,0.01753,0.01963,0.02277,0.02023,0.01996,0.0283,0.03263,0.04088,0.04935,0.05572,0.06288,0.06274,0.09147,0.10195,0.15226,0.15465,0.19654,0.22144,0.20514,0.27036,0.27592,0.31997,0.29049,0.36109,0.37604
NA,2018,"Tottori","Jul",99,"GmJMC099","C2",176,0,0.02598,0.03485,0.04282,0.04217,0.04333,0.04559,0.06394,0.08406,0.10212,0.112,0.13635,0.1506,0.16333,0.20853,0.24826,0.30165,0.33279,0.44934,0.46768,0.49532,0.60633,0.60234,0.69216,0.73341,0.81362,0.84138
NA,2018,"Tottori","Jul",51,"GmJMC051","C2",177,0,0.01714,0.02616,0.02905,0.02948,0.03221,0.03671,0.04931,0.07174,0.08045,0.10319,0.12184,0.12496,0.15425,0.18605,0.21475,0.26153,0.30187,0.38247,0.43158,0.43851,0.51533,0.52514,0.61796,0.63485,0.68682,0.70054
NA,2018,"Tottori","Jul",4,"GmJMC004","C2",178,0,0.02425,0.02768,0.03441,0.03303,0.03341,0.03307,0.04743,0.06578,0.08439,0.09028,0.10811,0.11727,0.13188,0.16399,0.18098,0.21459,0.23367,0.33335,0.34051,0.34468,0.4291,0.40931,0.45498,0.4764,0.51693,0.51506
NA,2018,"Tottori","Jul",145,"GmJMC145","C2",179,0,0.01362,0.01732,0.01796,0.01559,0.01723,0.01797,0.03595,0.04355,0.05252,0.06051,0.08255,0.08307,0.09561,0.1258,0.14201,0.17731,0.19928,0.2479,0.27267,0.25111,0.32083,0.33116,0.37913,0.44157,0.49804,0.52686
NA,2018,"Tottori","Jul",95,"GmJMC095","C2",180,0,0.0285,0.03268,0.0367,0.03471,0.03429,0.03545,0.06062,0.08301,0.10408,0.10709,0.14361,0.14678,0.16139,0.21096,0.24049,0.26709,0.30044,0.39417,0.44556,0.43399,0.51538,0.55001,0.63197,0.71509,0.77061,0.78899
NA,2018,"Tottori","Jul",206,"C1290","C2",181,0,0.01067,0.01079,0.01271,0.01228,0.01442,0.0175,0.02594,0.03756,0.04771,0.05661,0.06324,0.07396,0.09069,0.13489,0.14875,0.17856,0.18912,0.25482,0.26882,0.26589,0.34977,0.33975,0.39021,0.4281,0.45204,0.46549
NA,2018,"Tottori","Jul",37,"GmJMC037","C2",182,0,0.01481,0.02363,0.03114,0.02965,0.0316,0.0364,0.0559,0.07196,0.08954,0.09822,0.12191,0.13592,0.14619,0.18917,0.20923,0.24814,0.26767,0.33035,0.34069,0.34046,0.39734,0.39793,0.46834,0.50652,0.52481,0.55637
NA,2018,"Tottori","Jul",107,"GmWMC107","C2",183,0,0.01965,0.0247,0.02696,0.02701,0.02857,0.0331,0.04351,0.07225,0.07657,0.09416,0.11943,0.12687,0.14385,0.18358,0.21353,0.25556,0.26387,0.35298,0.37044,0.36211,0.46231,0.45924,0.51827,0.53474,0.54007,0.58201
NA,2018,"Tottori","Jul",10,"GmWMC010","C2",184,0,0.02499,0.03108,0.03707,0.0361,0.03722,0.03749,0.04995,0.06228,0.0763,0.10473,0.12425,0.12808,0.15568,0.19524,0.20395,0.25253,0.27312,0.36904,0.38365,0.37225,0.4379,0.42504,0.47398,0.43612,0.44941,0.49443
NA,2018,"Tottori","Jul",127,"GmWMC127","C2",185,0,0.01729,0.0228,0.02686,0.02545,0.02783,0.03278,0.05082,0.07488,0.0974,0.12282,0.14669,0.16757,0.18473,0.25794,0.25558,0.30281,0.31279,0.4069,0.43395,0.43924,0.52534,0.54281,0.60334,0.54387,0.60565,0.61915
NA,2018,"Tottori","Jul",112,"GmJMC112","C2",186,0,0.01553,0.02328,0.02634,0.02465,0.02559,0.03071,0.04133,0.06905,0.08453,0.09787,0.10963,0.13472,0.1352,0.16577,0.20119,0.24909,0.26375,0.32911,0.36953,0.33426,0.40964,0.43412,0.47709,0.46062,0.55461,0.5788
NA,2018,"Tottori","Jul",174,"GmWMC174","C2",187,0,0.01042,0.01361,0.0159,0.01575,0.0162,0.01742,0.02874,0.04912,0.05507,0.06453,0.08914,0.09974,0.10056,0.14257,0.1718,0.23289,0.26513,0.33216,0.35025,0.32259,0.40215,0.41651,0.48631,0.48624,0.58531,0.62275
NA,2018,"Tottori","Jul",87,"GmWMC087","C2",188,0,0.00853,0.01333,0.01605,0.01655,0.01509,0.01633,0.03046,0.05375,0.06104,0.06716,0.08603,0.0976,0.10227,0.1216,0.15576,0.21448,0.2286,0.27369,0.31575,0.30219,0.34781,0.37522,0.42558,0.39576,0.45504,0.46012
NA,2018,"Tottori","Jul",172,"GmJMC172","C2",189,0,0.00602,0.01064,0.01097,0.0109,0.00984,0.00991,0.0202,0.03201,0.04005,0.04373,0.06133,0.06801,0.07587,0.10644,0.12482,0.17871,0.19409,0.241,0.26831,0.25636,0.32881,0.31985,0.38852,0.36688,0.43636,0.45298
NA,2018,"Tottori","Jul",18,"GmWMC018","C2",190,0,0.02277,0.02742,0.0332,0.03443,0.03725,0.04373,0.05496,0.08077,0.0911,0.11521,0.13825,0.14043,0.16876,0.21561,0.22976,0.26852,0.29918,0.40844,0.41658,0.41517,0.52104,0.50187,0.56916,0.56114,0.62351,0.59568
NA,2018,"Tottori","Jul",221,"C0394","C2",191,0,0.02014,0.02935,0.03553,0.02958,0.0298,0.03293,0.0587,0.08529,0.09696,0.11223,0.13355,0.14213,0.15837,0.19584,0.20708,0.2384,0.26347,0.34343,0.38506,0.37808,0.4603,0.45744,0.53113,0.54724,0.57869,0.61301
NA,2018,"Tottori","Jul",105,"GmJMC105","C2",192,0,0.03058,0.04433,0.04913,0.04785,0.04793,0.04977,0.08483,0.11339,0.12861,0.13576,0.15649,0.17588,0.2004,0.25879,0.28649,0.31811,0.34997,0.46023,0.4689,0.45023,0.5876,0.58989,0.65394,0.62829,0.71739,0.73545
NA,2018,"Tottori","Jul",68,"GmJMC068","C2",193,0,0.01842,0.0269,0.03158,0.02926,0.03238,0.03204,0.04357,0.05936,0.07859,0.08494,0.12154,0.12203,0.14651,0.20347,0.20884,0.25553,0.26854,0.38719,0.40213,0.38266,0.46586,0.44821,0.54676,0.56376,0.63806,0.64829
NA,2018,"Tottori","Jul",12,"GmWMC012","C2",194,0,0.02084,0.02682,0.02926,0.0276,0.02566,0.02675,0.05049,0.07287,0.09499,0.11416,0.12735,0.14182,0.15631,0.18063,0.20292,0.24595,0.28409,0.38279,0.41454,0.41097,0.47839,0.47499,0.59966,0.48055,0.54047,0.55077
NA,2018,"Tottori","Jul",36,"GmWMC036","C2",195,0,0.00671,0.00968,0.01105,0.0105,0.01114,0.01427,0.02101,0.03428,0.04445,0.05748,0.07687,0.08363,0.10684,0.15589,0.16007,0.21939,0.2329,0.30621,0.32553,0.32171,0.39086,0.38006,0.42325,0.38901,0.41016,0.41628
NA,2018,"Tottori","Jul",166,"GmWMC166","C2",196,0,0.00817,0.01804,0.01845,0.01909,0.02086,0.01982,0.03711,0.05387,0.06505,0.06937,0.08867,0.10569,0.12618,0.18738,0.20289,0.27232,0.2772,0.35444,0.37133,0.35774,0.43782,0.43722,0.50144,0.44613,0.51568,0.54546
NA,2018,"Tottori","Jul",22,"GmWMC022","C2",197,0,0.01066,0.01382,0.01605,0.01518,0.01502,0.01603,0.02843,0.04055,0.05514,0.06737,0.08979,0.10403,0.12101,0.18325,0.18132,0.21275,0.24302,0.34732,0.35686,0.35663,0.43036,0.45077,0.52971,0.47127,0.536,0.53291
NA,2018,"Tottori","Jul",79,"GmJMC079","C2",198,0,0.031,0.04087,0.05098,0.05003,0.05525,0.05696,0.09354,0.11933,0.13921,0.17582,0.21191,0.23988,0.29938,0.36467,0.39545,0.44771,0.48005,0.58363,0.58606,0.58035,0.62725,0.62706,0.68434,0.64034,0.73383,0.74256
NA,2018,"Tottori","Jul",120,"GmWMC120","C2",199,0,0.01153,0.01608,0.01874,0.01653,0.01613,0.01418,0.02789,0.03903,0.05602,0.06716,0.09305,0.10182,0.12163,0.1485,0.1524,0.20309,0.22522,0.32238,0.32666,0.30328,0.41727,0.39573,0.47124,0.38348,0.4836,0.5148
NA,2018,"Tottori","Jul",125,"GmWMC125","C2",200,0,0.01926,0.02693,0.02579,0.02314,0.02499,0.02471,0.03884,0.06069,0.08561,0.07186,0.10882,0.13576,0.14869,0.21677,0.22156,0.28353,0.31387,0.42952,0.43794,0.43085,0.53399,0.53117,0.61637,0.59918,0.71752,0.72802
