"","LAIamp","a","b","Ts","Ti"
"GmJMC005_y2019_W1-0010",0.372301185703991,0.00794544724764605,0.00584111611673969,1266.66666666667,883.333333333333
"GmJMC005_y2019_W4-0146",0.08118979675421,0.01577553730318,0.00262906204996612,1266.66666666667,950
"GmJMC007_y2017_C1-0092",0.596103419474056,0.0223182191799555,0.00880680699198077,1533.33333333333,600
"GmJMC007_y2017_C2-0161",0.51716909733711,0.0226901222497423,0.00703972109654046,2200,666.666666666667
"GmJMC007_y2017_D1-0071",0.332870959530705,0.0030000001599256,0.013153818094755,1666.66666666667,533.333333333333
"GmJMC007_y2017_D2-0114",0.26745529371683,0.00473408058898503,0.0124523993777561,1666.66666666667,600
"GmJMC007_y2018_C1-0126",0.715227023573132,0.0181058657083888,0.00867737960927175,2200,800
"GmJMC007_y2018_C2-0104",0.513437655959988,0.0217486509113954,0.0107233577203348,2333.33333333333,666.666666666667
"GmJMC007_y2018_D1-0077",0.0392321304638757,0.00300000158955219,0.00364640596253164,1666.66666666667,466.666666666667
"GmJMC007_y2018_D2-0079",0.0811737154902476,0.00467787811891629,0.00722882850151279,1533.33333333333,533.333333333333
"GmJMC007_y2019_W1-0160",0.393102782752872,0.00378009617141505,0.00821515217805632,1533.33333333333,666.666666666667
"GmJMC007_y2019_W4-0137",0.0777657472982066,0.00461545013291919,0.0038566658636971,1533.33333333333,800
"GmJMC008_y2017_C1-0094",0.782071345640721,0.0193412327844822,0.00657205178481607,2333.33333333333,750
"GmJMC008_y2017_C2-0062",0.793747734435508,0.0262740382604575,0.00685770125676208,1533.33333333333,816.666666666667
"GmJMC008_y2017_D1-0085",0.21635290086828,0.00300000010472913,0.0151791559140799,1533.33333333333,550
"GmJMC008_y2017_D2-0030",0.120908564780357,0.00300000046326637,0.0159056794011808,1533.33333333333,550
"GmJMC008_y2018_C1-0093",0.601911855599284,0.00913556335174222,0.0113451652553805,1533.33333333333,750
"GmJMC008_y2018_C2-0129",0.640735883280714,0.0161065585660105,0.00863434779449518,2066.66666666667,750
"GmJMC008_y2018_D1-0127",0.081650521366326,0.00300022183437141,0.0049121908297608,1533.33333333333,550
"GmJMC008_y2018_D2-0113",0.0593782569921974,0.00300000244152853,0.00200356795933575,1533.33333333333,750
"GmJMC008_y2019_W1-0002",0.162165951765686,0.00399362428767664,0.00561307780541725,1533.33333333333,816.666666666667
"GmJMC008_y2019_W4-0116",0.114096817973139,0.00361008493941128,0.00675293393474481,1533.33333333333,683.333333333333
"GmJMC009_y2017_C1-0157",0.515825628226306,0.0119574447149647,0.0110339663192435,1533.33333333333,683.333333333333
"GmJMC009_y2017_C2-0170",0.671044609374916,0.0143084131042618,0.00567427620085232,1533.33333333333,750
"GmJMC009_y2017_D1-0155",0.245472898622666,0.00305490380164296,0.0117291899722642,1800,616.666666666667
"GmJMC009_y2017_D2-0025",0.242391816600932,0.00300000003758473,0.0173208732776978,1533.33333333333,550
"GmJMC009_y2018_C1-0007",0.606324332538472,0.0158229895697836,0.0105103576249592,2066.66666666667,750
"GmJMC009_y2018_C2-0038",0.584769444138262,0.00574261948483427,0.00876392728962247,1400,816.666666666667
"GmJMC009_y2018_D1-0185",0.0433745034065675,0.0030000000616478,0.00303298628390882,1266.66666666667,950
"GmJMC009_y2018_D2-0140",0.0763335538146415,0.00331974249179229,0.00513253716840256,1400,550
"GmJMC009_y2019_W1-0020",0.336505750653262,0.00518908545435661,0.00570755939880936,1266.66666666667,950
"GmJMC009_y2019_W4-0111",0.0886184992283587,0.0050811240600952,0.00466278866002412,1266.66666666667,950
"GmJMC013_y2017_C1-0119",1.15755065366057,0.0216765758078974,0.00734709849343823,2600,816.666666666667
"GmJMC013_y2017_C2-0080",1.7694320716054,0.0278051897667008,0.00733327559864631,2200,883.333333333333
"GmJMC013_y2017_D1-0160",0.292149579739417,0.0030000002694186,0.0120833145332191,1800,616.666666666667
"GmJMC013_y2017_D2-0103",0.288324348917026,0.00300000006353955,0.013539241719834,1800,616.666666666667
"GmJMC013_y2018_C1-0081",0.467327973642912,0.00517706577032812,0.00830046094130193,1800,883.333333333333
"GmJMC013_y2018_C2-0016",0.580160996893504,0.0170494326885335,0.0107245074020518,2333.33333333333,750
"GmJMC013_y2018_D1-0052",0.0247370360987425,0.0275900803530922,0.00200000001554023,2066.66666666667,550
"GmJMC013_y2018_D2-0020",0.0405122350454095,0.0292966597190254,0.00200000002602955,2333.33333333333,550
"GmJMC013_y2019_W1-0041",0.389942239270195,0.0203004570080701,0.0111766441107217,2200,816.666666666667
"GmJMC013_y2019_W4-0001",0.127583093770837,0.00511805967032547,0.00769919987758735,1800,883.333333333333
"GmJMC016_y2017_C1-0075",1.04866038849989,0.0209087392829641,0.0065956008198448,2600,750
"GmJMC016_y2017_C2-0041",0.820839465139155,0.00300000008370061,0.00799340126133308,2066.66666666667,683.333333333333
"GmJMC016_y2017_D1-0119",0.374029312073705,0.0030000001205472,0.012642972383166,2066.66666666667,550
"GmJMC016_y2017_D2-0158",0.168526099416844,0.013788585176333,0.00533086360136353,2866.66666666667,750
"GmJMC016_y2018_C1-0189",0.62788880953305,0.0188170831399596,0.0113324645055815,2466.66666666667,683.333333333333
"GmJMC016_y2018_C2-0086",0.623522166691329,0.0228475875507913,0.0107630920895362,2200,750
"GmJMC016_y2018_D1-0035",0.088588073997703,0.0154452713773625,0.0054360934601701,2066.66666666667,550
"GmJMC016_y2018_D2-0082",0.129598875680523,0.0207381972500471,0.00581539323699714,2600,550
"GmJMC016_y2019_W1-0118",0.312235947046316,0.00379523995617748,0.00851340497848262,2066.66666666667,683.333333333333
"GmJMC016_y2019_W4-0033",0.216552079872419,0.00447136933593746,0.00766763283047685,2066.66666666667,816.666666666667
"GmJMC017_y2017_C1-0142",1.40876264983322,0.00300000085311205,0.00611355791759783,1800,883.333333333333
"GmJMC017_y2017_C2-0055",1.2133916202352,0.00589997522175629,0.00638645357700735,1933.33333333333,816.666666666667
"GmJMC017_y2017_D1-0054",0.500887550088768,0.0264884196696788,0.00757211539204908,2466.66666666667,683.333333333333
"GmJMC017_y2017_D2-0055",0.580188482662507,0.0175320131369135,0.0107107086502678,2600,683.333333333333
"GmJMC017_y2018_C1-0108",1.13141529986214,0.00302224950306153,0.007738240368823,1800,816.666666666667
"GmJMC017_y2018_C2-0109",1.77679412340449,0.00300000008221463,0.00639791351333406,1933.33333333333,950
"GmJMC017_y2018_D1-0075",0.128506657398338,0.021865742530439,0.00513274308610171,2600,616.666666666667
"GmJMC017_y2018_D2-0159",0.119702476403016,0.020748153159203,0.00489901011195425,2600,550
"GmJMC017_y2019_W1-0013",0.572572968353884,0.00449264141211306,0.00811767364505313,1800,816.666666666667
"GmJMC017_y2019_W4-0152",0.284855555104004,0.00462283426257973,0.00602034595773461,1800,950
"GmJMC021_y2017_C1-0182",0.638523219776604,0.00427167014713916,0.007728889344168,1800,683.333333333333
"GmJMC021_y2017_C2-0135",0.85503063106215,0.00300000005034268,0.00583863894738924,1800,750
"GmJMC021_y2017_D1-0001",0.322550464358904,0.00300000002185043,0.0126512257448835,1800,550
"GmJMC021_y2017_D2-0072",0.237225444141191,0.00300000003673404,0.0153895648964743,1800,550
"GmJMC021_y2018_C1-0047",0.868862973190886,0.00698305345877536,0.00803562109099787,1800,883.333333333333
"GmJMC021_y2018_C2-0105",0.757425739507416,0.00300000207771957,0.0086124073815807,1933.33333333333,750
"GmJMC021_y2018_D1-0188",0.055143291963377,0.00300000038819172,0.00200000187951292,1800,616.666666666667
"GmJMC021_y2018_D2-0057",0.0684047199930096,0.0261601700680263,0.00294960458953673,1800,550
"GmJMC021_y2019_W1-0074",0.446835517002386,0.00471206700795886,0.0061451890295253,1800,816.666666666667
"GmJMC021_y2019_W4-0047",0.0694059793004932,0.0144635970897052,0.00212888403504236,1800,950
"GmJMC023_y2017_C1-0096",1.36822594316192,0.0272238168237199,0.00732426203692444,2600,750
"GmJMC023_y2017_C2-0007",1.47232057873464,0.0030000000789977,0.00699574811352517,2600,816.666666666667
"GmJMC023_y2017_D1-0113",0.451360964889003,0.00300000022140145,0.0120410288650861,2600,550
"GmJMC023_y2017_D2-0064",0.537388531364223,0.00300000023809346,0.0140112291252988,2600,616.666666666667
"GmJMC023_y2018_C1-0111",1.00635013868266,0.0172431278926273,0.00808550104172329,2866.66666666667,816.666666666667
"GmJMC023_y2018_C2-0126",0.804342592574437,0.0181671947101006,0.00704176616814868,2600,816.666666666667
"GmJMC023_y2018_D1-0187",0.107095504765374,0.02271473997723,0.00284019509615878,3400,550
"GmJMC023_y2018_D2-0068",0.249294195806331,0.0186920094918943,0.00599824561083229,2600,616.666666666667
"GmJMC023_y2019_W1-0169",0.943332252943764,0.013974345762402,0.00776528864129701,2733.33333333333,750
"GmJMC023_y2019_W4-0115",0.423004292359467,0.00315559331369162,0.00524034069098179,3000,883.333333333333
"GmJMC025_y2017_C1-0179",0.77665393235214,0.0221590050702102,0.007413641380618,2066.66666666667,816.666666666667
"GmJMC025_y2017_C2-0078",1.42171977975176,0.00404634870491343,0.00654507363101569,2066.66666666667,816.666666666667
"GmJMC025_y2017_D1-0158",0.592730299533256,0.00425594056621883,0.00880595504771838,1533.33333333333,683.333333333333
"GmJMC025_y2017_D2-0054",0.483226943070644,0.0286826310492526,0.0150703620361504,2066.66666666667,616.666666666667
"GmJMC025_y2018_C1-0145",0.928825334038125,0.0030000002721598,0.00689092257389135,1533.33333333333,816.666666666667
"GmJMC025_y2018_C2-0159",0.933101141594962,0.00700999172060809,0.0100962996682682,1266.66666666667,750
"GmJMC025_y2018_D1-0130",0.148577438913888,0.00300002138139111,0.00637471525954812,1400,550
"GmJMC025_y2018_D2-0005",0.0822120864887658,0.00529993522716397,0.00357239847708647,1266.66666666667,950
"GmJMC025_y2019_W1-0024",0.595406774075839,0.00557403055077301,0.0078452787130964,1266.66666666667,816.666666666667
"GmJMC025_y2019_W4-0107",0.194836685623909,0.00837276152723677,0.00815202429955703,1266.66666666667,950
"GmJMC026_y2017_C1-0132",0.998374006603555,0.00300000014959222,0.00694463944334321,2066.66666666667,750
"GmJMC026_y2017_C2-0106",1.44196812059219,0.0118600027193139,0.00598593330920106,2866.66666666667,883.333333333333
"GmJMC026_y2017_D1-0090",0.364473041894974,0.00300021667580448,0.0122654641460566,2066.66666666667,616.666666666667
"GmJMC026_y2017_D2-0142",0.302383126265883,0.0226643278105802,0.0164732620527875,2066.66666666667,616.666666666667
"GmJMC026_y2018_C1-0146",0.903776522829183,0.0142693056067024,0.0097548865152184,2866.66666666667,750
"GmJMC026_y2018_C2-0121",0.389072783127275,0.0262843024844839,0.00846468319954788,2066.66666666667,816.666666666667
"GmJMC026_y2018_D1-0106",0.134598116294483,0.0133723053165982,0.00274876705422178,2866.66666666667,816.666666666667
"GmJMC026_y2018_D2-0128",0.1157449602564,0.0239265778008376,0.00550477910899547,2866.66666666667,683.333333333333
"GmJMC026_y2019_W1-0193",0.370469457734373,0.0177361661208351,0.0107455572612106,2066.66666666667,750
"GmJMC026_y2019_W4-0189",0.18937247809669,0.0221323828571103,0.0066688195539827,2866.66666666667,883.333333333333
"GmJMC028_y2017_C1-0030",1.87879456531525,0.0199541720434047,0.00733189097853732,2333.33333333333,883.333333333333
"GmJMC028_y2017_C2-0047",1.77644511147566,0.00300000076195051,0.00714227732492434,2333.33333333333,883.333333333333
"GmJMC028_y2017_D1-0190",0.622148478966633,0.0203251678761637,0.00962716427322913,2600,683.333333333333
"GmJMC028_y2017_D2-0037",0.416591190643029,0.0296632405960643,0.00885241216066533,2333.33333333333,750
"GmJMC028_y2018_C1-0174",0.99106445322368,0.0203989828609853,0.00847130042065424,2333.33333333333,816.666666666667
"GmJMC028_y2018_C2-0032",1.0269673951594,0.0236684274739226,0.00779426338247918,3000,883.333333333333
"GmJMC028_y2018_D1-0081",0.125688719624351,0.0192997045277334,0.00683378470154551,2466.66666666667,550
"GmJMC028_y2018_D2-0029",0.109111843578917,0.0151858274457914,0.00393636429554092,2733.33333333333,550
"GmJMC028_y2019_W1-0165",0.995247457144724,0.0227339816064699,0.010250498780687,2333.33333333333,750
"GmJMC028_y2019_W4-0025",0.285001724325863,0.00483450636436516,0.00704854581336118,2333.33333333333,883.333333333333
"GmJMC030_y2017_C1-0152",0.648735962202734,0.00622276195951469,0.00715119916149831,1533.33333333333,816.666666666667
"GmJMC030_y2017_C2-0190",0.798161119204636,0.0267192850580201,0.00647010331117097,2066.66666666667,750
"GmJMC030_y2017_D1-0086",0.265685967275951,0.00300000009555331,0.0136473918674185,1533.33333333333,550
"GmJMC030_y2017_D2-0177",0.199678802280198,0.00330250257186201,0.0131749422678043,1533.33333333333,616.666666666667
"GmJMC030_y2018_C1-0166",0.706788102247206,0.00494917359428703,0.0102102932544243,1400,750
"GmJMC030_y2018_C2-0079",0.389479478259352,0.00884456512115806,0.00853254788165647,1266.66666666667,883.333333333333
"GmJMC030_y2018_D1-0136",0.0766973841006883,0.00300000183903684,0.0058055652589186,1533.33333333333,616.666666666667
"GmJMC030_y2018_D2-0039",0.0381954771096221,0.00300000004750726,0.00460009563364481,1266.66666666667,550
"GmJMC030_y2019_W1-0078",0.243533402445932,0.00587431803425832,0.00632894592328695,1266.66666666667,950
"GmJMC030_y2019_W4-0121",0.145228161304835,0.00433316351398275,0.00550095018293014,1266.66666666667,950
"GmJMC031_y2017_C1-0194",1.77811176398865,0.00370186164908002,0.00614731598747509,2066.66666666667,883.333333333333
"GmJMC031_y2017_C2-0013",1.55703705760322,0.00720158600955381,0.00536068276590125,1533.33333333333,950
"GmJMC031_y2017_D1-0034",0.629517081946953,0.00347870686738641,0.00834212717226719,1933.33333333333,683.333333333333
"GmJMC031_y2017_D2-0154",0.548959912097069,0.0178278447877125,0.00617515072235353,2333.33333333333,816.666666666667
"GmJMC031_y2018_C1-0102",1.29370779433252,0.0030000096462094,0.00830957068593063,2066.66666666667,816.666666666667
"GmJMC031_y2018_C2-0067",0.933768246016606,0.00614108907864417,0.0103742445177259,1533.33333333333,750
"GmJMC031_y2018_D1-0120",0.0904489726267277,0.00300000058808869,0.0044955577537262,1533.33333333333,550
"GmJMC031_y2018_D2-0063",0.145603220126313,0.00331095931375706,0.00636141887768012,1533.33333333333,550
"GmJMC031_y2019_W1-0110",0.498135731465084,0.00520755967043819,0.00808093171743994,1533.33333333333,816.666666666667
"GmJMC031_y2019_W4-0040",0.41604442977221,0.00732957553203106,0.0124539949414803,1533.33333333333,816.666666666667
"GmJMC032_y2017_C1-0048",0.904151164454269,0.0250490627170516,0.008782070522446,2600,816.666666666667
"GmJMC032_y2017_C2-0063",1.48849808608864,0.0195143736989303,0.00628758462058305,2600,950
"GmJMC032_y2017_D1-0170",0.404870157185895,0.0212325086413366,0.0120659083203049,2600,683.333333333333
"GmJMC032_y2017_D2-0071",0.442127232660973,0.0227182935567472,0.0132769950961867,2600,683.333333333333
"GmJMC032_y2018_C1-0113",0.767647374853983,0.0196807788711633,0.0097192980414097,3400,816.666666666667
"GmJMC032_y2018_C2-0024",0.789222326889614,0.0187599701741135,0.00894999496975805,3400,883.333333333333
"GmJMC032_y2018_D1-0008",0.0504057077990795,0.0184835925597309,0.00670145030804291,2866.66666666667,550
"GmJMC032_y2018_D2-0115",0.0649501590980778,0.022619369712312,0.0036787479406492,3400,683.333333333333
"GmJMC032_y2019_W1-0175",0.588085446644237,0.0250180474621844,0.00822433755452726,2600,816.666666666667
"GmJMC032_y2019_W4-0057",0.161535677755572,0.00928173999628276,0.00596651793049832,2733.33333333333,950
"GmJMC033_y2018_C1-0196",0.623950926390926,0.0297660196698193,0.0109401498229515,1800,683.333333333333
"GmJMC033_y2018_C2-0143",0.569172326662379,0.0225754852381192,0.0094652322271185,1800,750
"GmJMC033_y2018_D1-0110",0.0994419362571241,0.00300056187184266,0.00595315019807464,1266.66666666667,550
"GmJMC033_y2018_D2-0144",0.0840045258604074,0.00300000057620333,0.00472477284612015,1400,550
"GmJMC033_y2019_W1-0137",0.254398424620587,0.00797206420561262,0.00813641148451828,1133.33333333333,683.333333333333
"GmJMC033_y2019_W4-0077",0.0787037315466453,0.0116436956740815,0.00305489264579895,1266.66666666667,950
"GmJMC034_y2017_C1-0083",1.26243631379431,0.0127735240185047,0.00619518319503238,1533.33333333333,816.666666666667
"GmJMC034_y2017_C2-0051",1.25119629746882,0.0111426658046187,0.0066703589354309,1533.33333333333,750
"GmJMC034_y2017_D1-0007",0.531449441308796,0.0134835682672196,0.0107307370759022,1533.33333333333,683.333333333333
"GmJMC034_y2017_D2-0176",0.637993301231977,0.00352331807727374,0.00765026787901292,1666.66666666667,750
"GmJMC034_y2018_C1-0136",1.28795073820156,0.00300000030042944,0.00519400952749897,1533.33333333333,950
"GmJMC034_y2018_C2-0118",0.94260060073042,0.00300004413026206,0.00733889213850042,2066.66666666667,816.666666666667
"GmJMC034_y2018_D1-0131",0.127740935939482,0.00300001011335007,0.00509691192148547,1400,550
"GmJMC034_y2018_D2-0119",0.366610263439242,0.0165416348205387,0.00357116931602014,1933.33333333333,950
"GmJMC034_y2019_W1-0029",0.46897348849787,0.00417626573211589,0.00705460617978042,1266.66666666667,750
"GmJMC034_y2019_W4-0132",0.11461468179302,0.0270664845787386,0.00306997107302481,1266.66666666667,950
"GmJMC037_y2017_C1-0159",0.912143543652408,0.0215817833782914,0.00706491491451321,1533.33333333333,750
"GmJMC037_y2017_C2-0187",1.19249754577915,0.00388976116193765,0.00540220257876095,2066.66666666667,816.666666666667
"GmJMC037_y2017_D1-0020",0.433138055798616,0.0296279991206824,0.0103230921955491,1533.33333333333,550
"GmJMC037_y2017_D2-0189",0.362464261393955,0.0276184033508057,0.0114407733819194,2066.66666666667,683.333333333333
"GmJMC037_y2018_C1-0039",0.884679127941195,0.014029181692034,0.00886634013176759,2066.66666666667,816.666666666667
"GmJMC037_y2018_C2-0182",0.762233003848135,0.00365873900890901,0.00739614240475604,1533.33333333333,816.666666666667
"GmJMC037_y2018_D1-0034",0.0897189577330605,0.00300003775587707,0.00560599454326414,1266.66666666667,550
"GmJMC037_y2018_D2-0134",0.236325232333423,0.0278411075280302,0.00388847993310495,1933.33333333333,816.666666666667
"GmJMC037_y2019_W1-0198",0.299737312242253,0.00601785781895217,0.00621699667012893,1266.66666666667,950
"GmJMC037_y2019_W4-0007",0.191241649249522,0.00506314513415193,0.00560333429729204,1266.66666666667,950
"GmJMC039_y2017_C1-0146",0.840605051410193,0.00300000003021489,0.00689741519525761,2066.66666666667,750
"GmJMC039_y2017_C2-0184",1.43254782406166,0.0170882576702096,0.00599587351100954,2200,816.666666666667
"GmJMC039_y2017_D1-0027",0.555216023252637,0.0275145648682717,0.0113050921430146,2066.66666666667,616.666666666667
"GmJMC039_y2017_D2-0045",0.399427162069961,0.0175300053824614,0.0199999997922335,2066.66666666667,750
"GmJMC039_y2018_C1-0115",1.01269913700021,0.0118945532102737,0.00856920746947783,2733.33333333333,816.666666666667
"GmJMC039_y2018_C2-0007",1.07233360305579,0.0162679196602979,0.00907762167059643,2600,816.666666666667
"GmJMC039_y2018_D1-0177",0.064954424371375,0.0281018065752626,0.00200000029939932,2066.66666666667,550
