"","LAIamp","a","b","Ts","Ti"
"GmJMC061_y2018_C1-0173",0.789645177931971,0.00318496138474308,0.00723479134718292,1800,816.666666666667
"GmJMC061_y2018_C2-0055",0.805547886812759,0.0147433411490827,0.00946261509818739,2066.66666666667,750
"GmJMC061_y2018_D1-0002",0.0274686572134016,0.00300000106132728,0.00237074186106162,1266.66666666667,550
"GmJMC061_y2018_D2-0162",0.0785741021709692,0.00351012247058524,0.00284604962116602,1400,550
"GmJMC061_y2019_W1-0025",0.539804811258981,0.00798505371760615,0.00627330902261094,1266.66666666667,950
"GmJMC061_y2019_W4-0006",0.31041898692705,0.00673085585879201,0.00708562372763666,1266.66666666667,950
"GmJMC062_y2017_C1-0085",1.44211000877066,0.0204160397720609,0.00558196780349769,2200,883.333333333333
"GmJMC062_y2017_C2-0019",1.20553908571809,0.00300000015810567,0.0058069833740552,1800,816.666666666667
"GmJMC062_y2017_D1-0129",0.597336309551038,0.0188631606837378,0.010123813559121,2466.66666666667,616.666666666667
"GmJMC062_y2017_D2-0199",0.366369834007816,0.0153732903328824,0.00558270716680168,2600,816.666666666667
"GmJMC062_y2018_C1-0094",0.855458493128561,0.0257482007345663,0.0103489384133066,2466.66666666667,750
"GmJMC062_y2018_C2-0072",1.00022939384691,0.00300000379432119,0.00704433299586236,1933.33333333333,883.333333333333
"GmJMC062_y2018_D1-0031",0.137553042536123,0.0241119400136857,0.00446568790387804,2333.33333333333,616.666666666667
"GmJMC062_y2018_D2-0116",0.280916085860258,0.00329677580910647,0.00427670227046235,1800,950
"GmJMC062_y2019_W1-0151",0.573754875658017,0.00709337669123656,0.00931584071223703,1800,816.666666666667
"GmJMC062_y2019_W4-0068",0.191084641838541,0.0108993177428664,0.00448950402568705,2466.66666666667,950
"GmJMC063_y2017_C1-0148",1.5473036669952,0.00300000001821073,0.0047160505232327,1533.33333333333,950
"GmJMC063_y2017_C2-0087",1.72239776215656,0.0249630091918103,0.00777803381001692,2066.66666666667,816.666666666667
"GmJMC063_y2017_D1-0089",0.56834674831837,0.00349685329230716,0.00795950658895113,1800,683.333333333333
"GmJMC063_y2017_D2-0105",0.630172656713515,0.0136471721736929,0.00654904972134076,1533.33333333333,750
"GmJMC063_y2018_C1-0185",0.981605712890201,0.0065761055031071,0.0100588951406827,1533.33333333333,750
"GmJMC063_y2018_C2-0164",0.896270023725651,0.00726520108368757,0.00936144366929341,1266.66666666667,750
"GmJMC063_y2018_D1-0111",0.108006497700375,0.00300000558887082,0.00541934981546627,1266.66666666667,550
"GmJMC063_y2018_D2-0142",0.132928147230127,0.0262924395672868,0.00410672249767353,1800,550
"GmJMC063_y2019_W1-0102",0.510355023806462,0.00666791954954377,0.00953787873299886,1266.66666666667,816.666666666667
"GmJMC063_y2019_W4-0186",0.0748220500123236,0.0121192035196133,0.00565808947954507,1266.66666666667,950
"GmJMC064_y2017_C1-0065",1.12676604881936,0.00554486149202951,0.00619909589902853,1666.66666666667,816.666666666667
"GmJMC064_y2017_C2-0155",1.20660478873276,0.00496760917196941,0.0056263865836696,1666.66666666667,883.333333333333
"GmJMC064_y2017_D1-0147",0.318514468538566,0.00441202344485519,0.0102072883155187,1800,683.333333333333
"GmJMC064_y2017_D2-0140",0.483627497867568,0.0200598506245047,0.0106709579430201,1533.33333333333,683.333333333333
"GmJMC064_y2018_C1-0158",0.935726327891045,0.0259482053981902,0.0106755753564314,2066.66666666667,750
"GmJMC064_y2018_C2-0081",0.664624486242116,0.00953573340339839,0.00867604933821691,1266.66666666667,883.333333333333
"GmJMC064_y2018_D1-0072",0.0482827032954758,0.00300000513844055,0.00437491974512281,1266.66666666667,550
"GmJMC064_y2018_D2-0019",0.0433061442461319,0.00300000686015665,0.00390566059328428,1266.66666666667,550
"GmJMC064_y2019_W1-0043",0.25388103205756,0.0182672386038519,0.00702384682378278,1933.33333333333,950
"GmJMC064_y2019_W4-0127",0.122084747012614,0.014324459278429,0.00501170772900008,1266.66666666667,950
"GmJMC065_y2017_C1-0090",1.27337793742237,0.0263528056772391,0.00557497829478527,3400,816.666666666667
"GmJMC065_y2017_C2-0174",0.835873749063587,0.0212772911062207,0.00653801742375412,2866.66666666667,750
"GmJMC065_y2017_D1-0049",0.194238611057432,0.00300000039761342,0.00472553589096484,2600,816.666666666667
"GmJMC065_y2017_D2-0062",0.34744895330254,0.0149073880393677,0.0139483250326738,3000,683.333333333333
"GmJMC065_y2018_C1-0092",0.707509573210193,0.0228502464118714,0.00799760343062892,3400,816.666666666667
"GmJMC065_y2018_C2-0153",1.17406447818711,0.0244592600666205,0.00955054093603451,2600,750
"GmJMC065_y2018_D1-0055",0.0851633789225775,0.0281650331414282,0.00367713963798229,2600,550
"GmJMC065_y2018_D2-0160",0.124016960002097,0.0265515783327928,0.00295414668484674,2600,550
"GmJMC065_y2019_W1-0157",0.646603050918863,0.0178928208242797,0.0114056593707874,2600,750
"GmJMC065_y2019_W4-0012",0.193347256203808,0.00614465957726895,0.00728951892158214,2600,950
"GmJMC067_y2017_C1-0195",1.70449364744039,0.0267049414388471,0.00650247000047044,3133.33333333333,883.333333333333
"GmJMC067_y2017_C2-0027",1.16918989670499,0.0159251604870611,0.00645615678185752,2333.33333333333,816.666666666667
"GmJMC067_y2017_D1-0124",0.418884106965486,0.0211127382625897,0.00786416933279877,2333.33333333333,683.333333333333
"GmJMC067_y2017_D2-0011",0.501992285913376,0.00300007223966906,0.0121327368650321,2333.33333333333,683.333333333333
"GmJMC067_y2018_C1-0106",0.979798766031423,0.0129231884162199,0.0085233915285108,2600,816.666666666667
"GmJMC067_y2018_C2-0017",0.932602497522061,0.0202176408406281,0.00821081903796193,2600,816.666666666667
"GmJMC067_y2018_D1-0033",0.0518678443729903,0.00300000451418311,0.00283593654625924,2333.33333333333,550
"GmJMC067_y2018_D2-0024",0.0721464022177284,0.00990790738746965,0.00395086650212657,2466.66666666667,550
"GmJMC067_y2019_W1-0159",0.885930858774713,0.0274615779479491,0.00805814138902302,2466.66666666667,750
"GmJMC067_y2019_W4-0198",0.254860234979073,0.00483179722299165,0.00542589559546428,2333.33333333333,950
"GmJMC068_y2017_C1-0061",0.702318652108665,0.00333570060246324,0.00591073144582799,2066.66666666667,816.666666666667
"GmJMC068_y2017_C2-0108",1.4552672509585,0.0126586630325125,0.00537364575275477,1533.33333333333,950
"GmJMC068_y2017_D1-0167",0.388113763842606,0.0199725832120851,0.0107540971130333,2333.33333333333,616.666666666667
"GmJMC068_y2017_D2-0187",0.318050291946185,0.0236841633404398,0.00415716278308891,2333.33333333333,950
"GmJMC068_y2018_C1-0123",0.706410854043803,0.00300000160149056,0.00783019970491059,1800,816.666666666667
"GmJMC068_y2018_C2-0193",0.945808380977362,0.00610132679846692,0.00863463442339337,1533.33333333333,816.666666666667
"GmJMC068_y2018_D1-0118",0.0673489417549714,0.00300000013123683,0.00315146975074376,1533.33333333333,616.666666666667
"GmJMC068_y2018_D2-0026",0.0540256735253574,0.0030000003700917,0.00201078091934747,1800,816.666666666667
"GmJMC068_y2019_W1-0012",0.674155953409481,0.00513522336311184,0.00767864437320007,1533.33333333333,883.333333333333
"GmJMC068_y2019_W4-0076",0.166511757346996,0.0131133015844158,0.00426299485992946,2200,950
"GmJMC069_y2017_C1-0170",1.19164981794351,0.0245478366607598,0.00624192584607267,1533.33333333333,816.666666666667
"GmJMC069_y2017_C2-0178",0.730032972919834,0.00300000123014692,0.00449559913737435,1933.33333333333,883.333333333333
"GmJMC069_y2017_D1-0136",0.554755280522182,0.00639685955129967,0.0114982668029345,1666.66666666667,616.666666666667
"GmJMC069_y2017_D2-0119",0.424907863325748,0.00404740398361406,0.0130144120758983,1933.33333333333,616.666666666667
"GmJMC069_y2018_C1-0186",0.797522400423058,0.0168447109967127,0.0100186658354799,2200,750
"GmJMC069_y2018_C2-0111",1.1241071166897,0.00301060110077068,0.00816115691014581,1933.33333333333,816.666666666667
"GmJMC069_y2018_D1-0098",0.10394294638805,0.0030000598287146,0.00396878779986972,1533.33333333333,950
"GmJMC069_y2018_D2-0081",0.156263333502831,0.00300001673109011,0.00666971484584084,1800,616.666666666667
"GmJMC069_y2019_W1-0112",0.405073560207398,0.00450876472043794,0.00707880897745902,1533.33333333333,816.666666666667
"GmJMC069_y2019_W4-0190",0.143936460801346,0.0157509787729683,0.00408381969847082,1533.33333333333,950
"GmJMC076_y2017_C1-0073",1.29679727839009,0.0163315666561334,0.00544750794900284,1666.66666666667,883.333333333333
"GmJMC076_y2017_C2-0095",2.62332965044885,0.0282242422577708,0.00589434956933574,1933.33333333333,950
"GmJMC076_y2017_D1-0148",0.420925156384835,0.0229781441619736,0.00664794075985812,2200,683.333333333333
"GmJMC076_y2017_D2-0159",0.317488808129449,0.0182055194020612,0.00770748077051653,2333.33333333333,683.333333333333
"GmJMC076_y2018_C1-0097",1.05683855027407,0.0064087329298166,0.00960438366710014,1666.66666666667,816.666666666667
"GmJMC076_y2018_C2-0046",1.5256954911301,0.00313219155959246,0.00626928295383511,1666.66666666667,950
"GmJMC076_y2018_D1-0047",0.0778756225194172,0.00301598865508339,0.00395431646862776,1666.66666666667,616.666666666667
"GmJMC076_y2018_D2-0084",0.121205861529199,0.00372137246781688,0.0057795017398384,1533.33333333333,550
"GmJMC076_y2019_W1-0189",0.852290374440088,0.00724003970335888,0.0104763016862243,1533.33333333333,816.666666666667
"GmJMC076_y2019_W4-0158",0.150902531496639,0.00732474864857027,0.00432397703738266,1533.33333333333,950
"GmJMC077_y2017_C1-0122",1.53688582539265,0.00571655924595245,0.00605126651855657,1533.33333333333,883.333333333333
"GmJMC077_y2017_C2-0056",1.8320654816251,0.00408017209685965,0.00664269009556366,1800,816.666666666667
"GmJMC077_y2017_D1-0178",0.652813160281037,0.0218432253670707,0.00916193142606956,1533.33333333333,616.666666666667
"GmJMC077_y2017_D2-0169",0.540358843568049,0.00306564260471486,0.00885679096379412,2066.66666666667,683.333333333333
"GmJMC077_y2018_C1-0144",1.1216648664397,0.00300887316126621,0.007013370529885,1800,883.333333333333
"GmJMC077_y2018_C2-0047",1.47042613479425,0.00304116716857056,0.0062246935446497,1666.66666666667,950
"GmJMC077_y2018_D1-0027",0.0541409689811769,0.00300000411809098,0.00286955670474799,1400,616.666666666667
"GmJMC077_y2018_D2-0040",0.0868030221387079,0.0037999484440599,0.00441517750232863,1400,550
"GmJMC077_y2019_W1-0016",0.710457147683945,0.00671324928609845,0.00835078077766725,1266.66666666667,816.666666666667
"GmJMC077_y2019_W4-0046",0.182534442978857,0.00654353916260992,0.00646879042003844,1266.66666666667,950
"GmJMC078_y2017_C1-0169",1.23917207735547,0.00483828025332843,0.00648857847646537,1800,883.333333333333
"GmJMC078_y2017_C2-0015",1.0176963854268,0.00404833438476133,0.00654193478125986,1666.66666666667,816.666666666667
"GmJMC078_y2017_D1-0044",0.642877316505851,0.00431561834519634,0.00760263741755935,1933.33333333333,683.333333333333
"GmJMC078_y2017_D2-0161",0.334799225367774,0.0233931142393746,0.00804195342029844,1933.33333333333,750
"GmJMC078_y2018_C1-0054",0.71264835993642,0.0180048409104372,0.00866074556451165,1933.33333333333,816.666666666667
"GmJMC078_y2018_C2-0041",0.972732162206044,0.0030000172997298,0.00707628698246851,1933.33333333333,883.333333333333
"GmJMC078_y2018_D1-0142",0.100276533284518,0.00472293564066503,0.00580722498772296,1266.66666666667,616.666666666667
"GmJMC078_y2018_D2-0200",0.133812347254925,0.0298696821030641,0.00267787594909571,1533.33333333333,950
"GmJMC078_y2019_W1-0064",0.618103542766848,0.00654684170463038,0.0067193013373902,1266.66666666667,950
"GmJMC078_y2019_W4-0199",0.117489462120218,0.0222696742741689,0.00363610651169842,1266.66666666667,950
"GmJMC079_y2017_C1-0078",1.37661363284378,0.00454615696461588,0.00554830103570018,2066.66666666667,816.666666666667
"GmJMC079_y2017_C2-0084",1.29623008925236,0.00395261427593792,0.00785210825526321,2066.66666666667,750
"GmJMC079_y2017_D1-0035",0.575141531502018,0.00300001400367459,0.00799069540859084,1933.33333333333,616.666666666667
"GmJMC079_y2017_D2-0047",0.409460421000103,0.00327352046950171,0.0112463257344204,1933.33333333333,616.666666666667
"GmJMC079_y2018_C1-0197",1.18627432764109,0.00870689302385932,0.0105902967848768,1266.66666666667,750
"GmJMC079_y2018_C2-0198",1.14281980635033,0.00496705730461274,0.00897731440700729,1400,750
"GmJMC079_y2018_D1-0162",0.069897829814746,0.00300000101301589,0.00251089705249035,1266.66666666667,750
"GmJMC079_y2018_D2-0102",0.0353101048105808,0.00300000043865343,0.0020023753948626,1266.66666666667,616.666666666667
"GmJMC079_y2019_W1-0128",0.342922741446757,0.00595821249451264,0.00862927517628571,1266.66666666667,750
"GmJMC079_y2019_W4-0183",0.0488552979437642,0.0299996112707999,0.00200000214567576,1400,950
"GmJMC080_y2017_C1-0106",1.02475459319057,0.00397463277465971,0.0065058478961698,1666.66666666667,883.333333333333
"GmJMC080_y2017_C2-0090",1.98832224682802,0.0216827110777603,0.00612528601156616,2066.66666666667,883.333333333333
"GmJMC080_y2017_D1-0174",0.55580913475701,0.0279766747253701,0.0103211835347857,2066.66666666667,683.333333333333
"GmJMC080_y2017_D2-0058",0.712489537466895,0.0291571624068736,0.00825885463361203,2066.66666666667,750
"GmJMC080_y2018_C1-0151",0.841269189127845,0.00306789027024308,0.00995285021339961,2066.66666666667,750
"GmJMC080_y2018_C2-0051",0.691535718666466,0.0234677151639187,0.0104509290523936,2066.66666666667,750
"GmJMC080_y2018_D1-0161",0.0528265492620116,0.00300000095331389,0.00453334556777527,1266.66666666667,550
"GmJMC080_y2018_D2-0105",0.0781162308777419,0.00790614535910691,0.00468912347485449,1400,550
"GmJMC080_y2019_W1-0092",0.678548311202625,0.00561360702313361,0.00689202656765113,1266.66666666667,883.333333333333
"GmJMC080_y2019_W4-0192",0.187058956132165,0.0090046795742362,0.00674312377487783,1266.66666666667,950
"GmJMC081_y2017_C1-0095",1.5492052250176,0.0201231228796447,0.00661000942986995,2333.33333333333,816.666666666667
"GmJMC081_y2017_C2-0060",1.73248791914674,0.00338713434077211,0.00490103752308308,1933.33333333333,950
"GmJMC081_y2017_D1-0152",0.442977199282164,0.00432555518364244,0.00889178046098611,1933.33333333333,683.333333333333
"GmJMC081_y2017_D2-0194",0.401447130807894,0.0248201144163655,0.0101383226795107,2200,683.333333333333
"GmJMC081_y2018_C1-0028",1.15675555562445,0.00400337559505576,0.00748695824516321,1800,883.333333333333
"GmJMC081_y2018_C2-0069",0.528458153041032,0.0148895145066186,0.0089018266436629,2333.33333333333,816.666666666667
"GmJMC081_y2018_D1-0093",0.0754531415026873,0.0244112710740366,0.00216819051078952,1533.33333333333,550
"GmJMC081_y2018_D2-0016",0.108644192970909,0.00526577296786241,0.00527830081229577,1533.33333333333,550
"GmJMC081_y2019_W1-0148",0.338948307995896,0.00672758790459502,0.00832300845217054,1533.33333333333,883.333333333333
"GmJMC081_y2019_W4-0004",0.0290133893545508,0.0202709264034737,0.00873521935725417,2333.33333333333,950
"GmJMC082_y2017_C1-0101",1.06627396687532,0.00300000004786304,0.00660465309798934,2333.33333333333,750
"GmJMC082_y2017_C2-0021",1.60075755797466,0.00300000011351218,0.00685524871657504,2333.33333333333,750
"GmJMC082_y2017_D1-0137",0.709370497520575,0.0139105521393844,0.00968983774566749,2466.66666666667,616.666666666667
"GmJMC082_y2017_D2-0015",0.579886518586533,0.00300000184845211,0.0125215061655291,2466.66666666667,616.666666666667
"GmJMC082_y2018_C1-0026",1.49983640742422,0.00760340414752668,0.00742589938102929,2733.33333333333,883.333333333333
"GmJMC082_y2018_C2-0048",1.49458160193922,0.0030000006648062,0.00740084332713035,2333.33333333333,883.333333333333
"GmJMC082_y2018_D1-0132",0.214499887771765,0.018038511462241,0.00549927001672421,3133.33333333333,616.666666666667
"GmJMC082_y2018_D2-0186",0.211235955250339,0.0284347139472338,0.00397487936998406,2600,616.666666666667
"GmJMC082_y2019_W1-0170",0.858628216983974,0.0258412807045198,0.0100303343506215,2466.66666666667,750
"GmJMC082_y2019_W4-0125",0.261412440841665,0.0182474400556054,0.00794065431373858,2600,950
"GmJMC085_y2017_C1-0071",2.60310420866051,0.00982810985686424,0.00564759637941176,2866.66666666667,950
"GmJMC085_y2017_C2-0186",2.25755026093161,0.00851496608641207,0.00542906012363094,2333.33333333333,950
"GmJMC085_y2017_D1-0069",0.738148399179786,0.0217927964896558,0.00700616641995182,2066.66666666667,683.333333333333
"GmJMC085_y2017_D2-0151",0.49379061739157,0.0225694585458037,0.0067678180549728,2200,750
"GmJMC085_y2018_C1-0069",1.0197177614918,0.0101029991303022,0.00906414681496573,2066.66666666667,816.666666666667
"GmJMC085_y2018_C2-0160",1.70993262116724,0.017854863954865,0.0094502785839162,2066.66666666667,816.666666666667
"GmJMC085_y2018_D1-0103",0.124517253527737,0.0258141017124974,0.00549362122622008,2333.33333333333,616.666666666667
"GmJMC085_y2018_D2-0042",0.179811598654203,0.015941672353592,0.00804608034883479,2066.66666666667,550
"GmJMC085_y2019_W1-0063",1.29314726683636,0.0123554424165485,0.00745798073858823,2466.66666666667,883.333333333333
"GmJMC085_y2019_W4-0197",0.304263214951957,0.0110172690755598,0.00591434104877629,2733.33333333333,950
"GmJMC088_y2017_C1-0005",1.14944689310166,0.00335185649887826,0.00779802962856914,2066.66666666667,816.666666666667
"GmJMC088_y2017_C2-0192",1.82939854777834,0.0030756859916488,0.00559787454731971,2066.66666666667,883.333333333333
"GmJMC088_y2017_D1-0115",0.475552327105262,0.0233705679592118,0.00657839261661475,2466.66666666667,683.333333333333
"GmJMC088_y2017_D2-0133",0.408219311298698,0.0158135900344044,0.00827645491014753,2733.33333333333,683.333333333333
"GmJMC088_y2018_C1-0122",1.26734032003119,0.0139049396705491,0.00715532541214006,2866.66666666667,883.333333333333
"GmJMC088_y2018_C2-0172",0.8910666619263,0.00442862926862475,0.00782983366867593,2066.66666666667,816.666666666667
"GmJMC088_y2018_D1-0150",0.0716769672917408,0.0298225784069253,0.00200000011748138,2066.66666666667,550
"GmJMC088_y2018_D2-0180",0.10455407124632,0.0250528762071793,0.00305147917612138,2466.66666666667,550
"GmJMC088_y2019_W1-0182",0.221297104359624,0.0219722413529162,0.00903254235381773,2600,883.333333333333
"GmJMC088_y2019_W4-0169",0.125208667902396,0.0277313496110253,0.00390724042600147,2333.33333333333,950
"GmJMC090_y2017_C1-0180",0.908377329163707,0.0187010165059303,0.00868967605781228,2600,750
"GmJMC090_y2017_C2-0077",1.71256404926093,0.0256066933356076,0.00563864498583039,3400,883.333333333333
"GmJMC090_y2017_D1-0006",0.559467173678291,0.0216047328138502,0.00835873246584816,2600,683.333333333333
"GmJMC090_y2017_D2-0113",0.397301976510396,0.020548973778515,0.0107698327762817,2600,616.666666666667
"GmJMC090_y2018_C1-0088",0.653839279781405,0.0162943654591305,0.0103212346019895,3400,750
"GmJMC090_y2018_C2-0174",0.845201082617397,0.0273050659816238,0.00708421955064842,2600,883.333333333333
"GmJMC090_y2018_D1-0119",0.0836217721747882,0.02908712764354,0.00214532894766763,2600,550
"GmJMC090_y2018_D2-0045",0.0637491737916813,0.0249806995594168,0.00212515909439466,2600,550
"GmJMC090_y2019_W1-0036",0.0296772872509337,0.00929928408086295,0.0110388295605414,3000,950
"GmJMC090_y2019_W4-0022",0.0902425286266628,0.00848622026575713,0.00429076527910943,2866.66666666667,950
"GmJMC091_y2017_C1-0028",1.41198326418337,0.00580762574954103,0.00543645285691738,1533.33333333333,950
"GmJMC091_y2017_C2-0129",1.08032607184631,0.0101633694588663,0.00471085196763938,1533.33333333333,883.333333333333
"GmJMC091_y2017_D1-0056",0.762462889402294,0.00348684710837374,0.00546349454146844,1933.33333333333,750
"GmJMC091_y2017_D2-0074",0.599863495038427,0.0266646584614202,0.00770455458718044,2066.66666666667,683.333333333333
"GmJMC091_y2018_C1-0114",0.893552143722861,0.0030133550941567,0.00584964423766501,1533.33333333333,883.333333333333
"GmJMC091_y2018_C2-0085",0.985863374451161,0.0204667003924786,0.00867417929398969,1933.33333333333,750
"GmJMC091_y2018_D1-0117",0.0976151971688938,0.003000033208656,0.00413164386160567,1266.66666666667,550
"GmJMC091_y2018_D2-0028",0.0726806726118462,0.00300000151150161,0.00219833171345866,1400,683.333333333333
"GmJMC091_y2019_W1-0123",0.429828145822368,0.0052534798750482,0.00643086163021876,1266.66666666667,883.333333333333
"GmJMC091_y2019_W4-0045",0.341191654449919,0.0132754027615145,0.0069093375839033,1266.66666666667,950
"GmJMC092_y2017_C1-0034",1.16811958695057,0.00578541886968017,0.00670242091256655,1533.33333333333,816.666666666667
"GmJMC092_y2017_C2-0176",0.952839580605892,0.00824436672512261,0.00528465510223597,1533.33333333333,883.333333333333
"GmJMC092_y2017_D1-0175",0.421775975858419,0.00356338966606545,0.0109095429416931,1933.33333333333,683.333333333333
"GmJMC092_y2017_D2-0081",0.339918439836464,0.0289480956180384,0.0130175514300957,2066.66666666667,683.333333333333
"GmJMC092_y2018_C1-0021",1.00660878411978,0.0235430487665541,0.00788558669415523,1666.66666666667,816.666666666667
"GmJMC092_y2018_C2-0133",1.35064962780007,0.0180732649291192,0.00740077859516393,1933.33333333333,816.666666666667
"GmJMC092_y2018_D1-0061",0.0759421732153404,0.00300000881490169,0.00444491130920859,1266.66666666667,550
"GmJMC092_y2018_D2-0117",0.106166563617552,0.0133390883663347,0.0020000000192787,2066.66666666667,750
"GmJMC092_y2019_W1-0080",0.749721690506328,0.00589632660045804,0.00729026297994819,1266.66666666667,816.666666666667
"GmJMC092_y2019_W4-0072",0.0765199153297318,0.0147116440938318,0.00200000061815173,2066.66666666667,883.333333333333
"GmJMC093_y2017_C1-0081",2.15041526513895,0.0155107485324217,0.00508968488147623,2333.33333333333,950
"GmJMC093_y2017_C2-0018",1.55075936450057,0.0100660208823445,0.00482823386051756,1533.33333333333,883.333333333333
"GmJMC093_y2017_D1-0105",0.746980120755835,0.0262759053675435,0.00813853361308023,2333.33333333333,683.333333333333
"GmJMC093_y2017_D2-0079",0.477097232077449,0.0186367824256389,0.012038251539677,2333.33333333333,616.666666666667
"GmJMC093_y2018_C1-0011",1.18494803035188,0.0138752100951106,0.00828564350254119,2200,816.666666666667
"GmJMC093_y2018_C2-0001",0.785042911351819,0.0212502275042431,0.00982036501710535,2200,750
"GmJMC093_y2018_D1-0096",0.0998335345555462,0.00300002384799341,0.00496521572749167,1533.33333333333,550
"GmJMC093_y2018_D2-0114",0.154796488143745,0.0154910640623438,0.00326552099117843,2200,750
"GmJMC093_y2019_W1-0088",0.958050413140604,0.00596725893427691,0.00803010087418472,1533.33333333333,883.333333333333
"GmJMC093_y2019_W4-0196",0.263450040284083,0.0120064564095112,0.00476586354196428,1533.33333333333,950
"GmJMC095_y2017_C1-0023",1.27635674083311,0.0167681472752503,0.0071361979413944,1533.33333333333,950
"GmJMC095_y2017_C2-0137",2.05376594651857,0.0131753404744458,0.00576446557514947,1533.33333333333,950
"GmJMC095_y2017_D1-0030",0.853417906137297,0.0203027724204988,0.00745170364776409,1533.33333333333,750
"GmJMC095_y2017_D2-0017",0.677014774000148,0.0230781639088096,0.0106573499141114,2200,683.333333333333
"GmJMC095_y2018_C1-0199",1.11763545021607,0.0247430923261655,0.011047921177601,2333.33333333333,750
"GmJMC095_y2018_C2-0180",1.28614800885555,0.00498677736687674,0.00754936136612771,1533.33333333333,883.333333333333
"GmJMC095_y2018_D1-0163",0.0758238797298151,0.0297780489506751,0.0020000000622656,1533.33333333333,550
"GmJMC095_y2018_D2-0154",0.0723200211882442,0.0153897706544592,0.00200000002426534,2333.33333333333,616.666666666667
"GmJMC095_y2019_W1-0059",0.740576466953841,0.00909703060889275,0.0105205417578488,1533.33333333333,816.666666666667
"GmJMC095_y2019_W4-0034",0.369151539730209,0.00590533537266169,0.0113564413837504,1533.33333333333,816.666666666667
"GmJMC096_y2017_C1-0039",1.37932158379905,0.00300000011691954,0.00628891594194871,1800,883.333333333333
"GmJMC096_y2017_C2-0069",1.62313579462366,0.020497962927079,0.00593372730570178,2600,883.333333333333
"GmJMC096_y2017_D1-0145",0.584580195388598,0.0210520026045948,0.00957670270864575,2333.33333333333,683.333333333333
"GmJMC096_y2017_D2-0073",0.520314192603672,0.0177263246746166,0.0110788374828811,2600,683.333333333333
"GmJMC096_y2018_C1-0188",0.874841604390474,0.0269912682583995,0.0104815001882357,2466.66666666667,750
"GmJMC096_y2018_C2-0141",1.69532181360508,0.00300000006068659,0.00636212536670147,1800,950
"GmJMC096_y2018_D1-0086",0.0814974525569078,0.0253403813875801,0.00684661232818584,2200,550
"GmJMC096_y2018_D2-0123",0.104745715265851,0.0287286460016247,0.00531824165339796,1800,616.666666666667
"GmJMC096_y2019_W1-0087",0.875784608426099,0.00532870701134293,0.00903066037983582,1800,883.333333333333
"GmJMC096_y2019_W4-0163",0.146621414265824,0.0153930629922827,0.00420399365913387,2066.66666666667,950
"GmJMC097_y2017_C1-0173",2.09222209210947,0.0291206595967589,0.00646455381545976,2066.66666666667,950
"GmJMC097_y2017_C2-0153",1.28151515023833,0.00515683863611493,0.00552101891541361,1800,883.333333333333
"GmJMC097_y2017_D1-0139",0.817785833934271,0.00409903726949679,0.0070971204937899,1800,750
"GmJMC097_y2017_D2-0109",0.716725769990911,0.0281923650699439,0.00777355153379857,2466.66666666667,750
"GmJMC097_y2018_C1-0130",1.52679261485849,0.00309691694016937,0.00677181725566883,1933.33333333333,950
"GmJMC097_y2018_C2-0076",0.866668793820171,0.00407791027469117,0.00857265620344315,1800,816.666666666667
"GmJMC097_y2018_D1-0037",0.123738001038506,0.0271623219099478,0.00579947033086623,1933.33333333333,550
"GmJMC097_y2018_D2-0011",0.10613990742508,0.0276274470723301,0.00657169692736735,2466.66666666667,550
"GmJMC097_y2019_W1-0168",0.886552015917518,0.00402555777306779,0.00855080183700946,1933.33333333333,750
"GmJMC097_y2019_W4-0073",0.0701881298628927,0.0124010835050719,0.00200000072897073,2600,950
"GmJMC098_y2017_C1-0177",1.62018806783226,0.0127248074222005,0.00627382789019601,2600,950
"GmJMC098_y2017_C2-0107",1.32502472842702,0.00300000031911225,0.00647088178860828,1800,883.333333333333
"GmJMC098_y2017_D1-0040",0.647633427086617,0.021387333329885,0.00856623655735208,2333.33333333333,683.333333333333
"GmJMC098_y2017_D2-0139",0.625827944959064,0.0262304711349375,0.0108477042179182,2466.66666666667,683.333333333333
"GmJMC098_y2018_C1-0103",1.24963482991953,0.00300875494374819,0.00722211783863349,1800,883.333333333333
"GmJMC098_y2018_C2-0093",0.842840406830729,0.0228310357173236,0.0117737883556449,1933.33333333333,750
"GmJMC098_y2018_D1-0133",0.113140341577927,0.0182479422326852,0.00945817685735291,1800,550
"GmJMC098_y2018_D2-0151",0.0433294967255383,0.0281400114989129,0.00200000002363269,2200,550
"GmJMC098_y2019_W1-0096",0.899742906933228,0.00451132164464374,0.00732509744771172,1800,883.333333333333
"GmJMC098_y2019_W4-0143",0.468349267802527,0.00766118405867335,0.0133880000532613,1800,816.666666666667
"GmJMC099_y2017_C1-0164",2.11082657644065,0.0168424981071647,0.00666838796751092,1533.33333333333,883.333333333333
"GmJMC099_y2017_C2-0130",1.73643327864346,0.00907932780329484,0.00530002104571209,1533.33333333333,950
"GmJMC099_y2017_D1-0134",0.665906923521602,0.0291347826332192,0.0105735108848411,2066.66666666667,616.666666666667
"GmJMC099_y2017_D2-0032",0.653654572267754,0.0249839469972362,0.0107656760724535,2066.66666666667,616.666666666667
"GmJMC099_y2018_C1-0016",1.34778838838414,0.0229802340865932,0.0075059377560286,1666.66666666667,883.333333333333
"GmJMC099_y2018_C2-0176",1.3158949310232,0.0105829541935464,0.00796502560611566,1266.66666666667,883.333333333333
